username,pay_dt,pay_time_dttm,pay_amt,currency
philiphahn,2022-11-20,2022-11-20 15:56:11,95.0,rub
philiphahn,2022-11-18,2022-11-18 15:04:09,47.5,rub
philiphahn,2022-11-18,2022-11-18 15:01:29,47.5,rub
philiphahn,2023-02-06,2023-02-06 17:34:15,100.0,rub
philiphahn,2022-12-15,2022-12-15 16:53:04,47.5,rub
philiphahn,2023-02-10,2023-02-10 18:07:24,100.0,rub
philiphahn,2022-11-07,2022-11-07 12:00:56,47.5,rub
philiphahn,2022-11-10,2022-11-10 15:16:00,47.5,rub
philiphahn,2022-11-03,2022-11-03 14:25:30,47.5,rub
philiphahn,2022-07-28,2022-07-28 18:34:03,47.0,rub
philiphahn,2022-11-08,2022-11-08 13:48:34,47.5,rub
philiphahn,2022-07-29,2022-07-29 21:56:19,47.0,rub
philiphahn,2022-12-06,2022-12-06 13:31:36,95.0,rub
philiphahn,2022-06-22,2022-06-22 20:19:32,47.0,rub
philiphahn,2022-11-09,2022-11-09 15:37:19,47.5,rub
philiphahn,2022-07-27,2022-07-27 19:25:01,47.0,rub
philiphahn,2022-11-15,2022-11-15 14:46:33,47.5,rub
philiphahn,2023-02-07,2023-02-07 15:37:29,100.0,rub
rachel84,2022-11-24,2022-11-24 15:05:19,60.0,rub
rachel84,2022-11-21,2022-11-21 19:15:05,1420.0,rub
rachel84,2022-11-21,2022-11-21 19:20:25,10.0,rub
rachel84,2022-11-04,2022-11-04 22:49:32,100.0,rub
rachel84,2022-12-18,2022-12-18 21:43:38,230.0,rub
rachel84,2022-10-31,2022-10-31 19:24:19,100.0,rub
rachel84,2022-11-14,2022-11-14 19:00:01,150.0,rub
rachel84,2022-12-05,2022-12-05 20:20:32,38.0,rub
rachel84,2022-12-05,2022-12-05 20:19:01,152.0,rub
rachel84,2022-10-09,2022-10-09 16:08:36,39.0,rub
rachel84,2022-12-14,2022-12-14 15:18:56,10.0,rub
rachel84,2022-12-14,2022-12-14 15:17:18,10.0,rub
jennifer05,2022-11-24,2022-11-24 15:02:11,0.8542,usd
sheila90,2022-08-25,2022-08-25 16:15:55,0.1014,usd
sheila90,2022-07-06,2022-07-06 19:28:33,3.1539,usd
sheila90,2022-08-17,2022-08-17 13:08:52,1.6034,usd
sheila90,2022-08-18,2022-08-18 15:42:01,3.2007,usd
palexander,2023-01-06,2023-01-06 21:44:52,13.0208,usd
palexander,2022-09-16,2022-09-16 20:05:55,1.7381,usd
palexander,2022-09-21,2022-09-21 14:06:10,12.4519,usd
palexander,2022-09-17,2022-09-17 15:31:10,30.417,usd
palexander,2022-09-25,2022-09-25 13:09:34,1.7371,usd
palexander,2022-09-25,2022-09-25 17:49:32,8.6857,usd
palexander,2023-01-05,2023-01-05 14:37:32,8.6805,usd
palexander,2023-01-05,2023-01-05 14:10:20,10.4166,usd
palexander,2022-10-09,2022-10-09 16:49:48,26.5797,usd
palexander,2023-05-31,2023-05-31 17:32:40,2.4186,usd
lisajones,2023-01-06,2023-01-06 20:08:00,17.361,usd
lisajones,2023-01-16,2023-01-16 10:22:17,3.3696,usd
lisajones,2023-02-05,2023-02-05 15:07:28,1.6776,usd
lisajones,2023-02-06,2023-02-06 20:36:41,0.3496,usd
lisajones,2023-04-12,2023-04-12 20:13:11,6.1226,usd
lisajones,2023-02-04,2023-02-04 15:04:43,1.6952,usd
lisajones,2023-02-01,2023-02-01 13:13:55,3.377,usd
lisajones,2023-02-12,2023-02-12 16:20:00,3.2748,usd
lisajones,2022-12-31,2022-12-31 12:00:13,32.986,usd
lisajones,2023-01-01,2023-01-01 10:48:20,4.9478,usd
richardjackson,2022-06-08,2022-06-08 16:37:46,31.0,rub
laurajackson,2022-12-11,2022-12-11 22:05:47,1.6882,usd
laurajackson,2022-12-07,2022-12-07 01:28:36,5.0594,usd
laurajackson,2022-11-12,2022-11-12 20:32:23,5.0606,usd
laurajackson,2023-05-02,2023-05-02 23:26:19,8.0646,usd
laurajackson,2023-05-02,2023-05-02 23:28:45,4.8388,usd
laurajackson,2022-12-21,2022-12-21 09:11:54,1.7076,usd
laurajackson,2023-02-05,2023-02-05 20:49:36,8.8296,usd
laurajackson,2023-03-26,2023-03-26 22:54:06,0.8772,usd
laurajackson,2023-03-26,2023-03-26 22:45:30,3.5086,usd
laurajackson,2023-03-26,2023-03-26 22:39:41,3.5086,usd
laurajackson,2023-04-22,2023-04-22 21:58:55,3.2614,usd
laurajackson,2023-04-22,2023-04-22 21:54:25,1.6308,usd
laurajackson,2023-04-22,2023-04-22 21:19:47,3.2614,usd
laurajackson,2022-12-19,2022-12-19 08:39:42,3.4122,usd
laurajackson,2022-11-20,2022-11-20 00:21:16,1.687,usd
laurajackson,2023-01-12,2023-01-12 02:00:35,8.8336,usd
laurajackson,2023-03-28,2023-03-28 00:16:51,3.4746,usd
laurajackson,2023-02-08,2023-02-08 23:57:57,5.2016,usd
laurajackson,2023-04-10,2023-04-10 01:32:01,0.8016,usd
laurajackson,2023-04-10,2023-04-10 01:40:26,0.8016,usd
laurajackson,2023-04-10,2023-04-10 02:13:57,1.6034,usd
laurajackson,2023-04-10,2023-04-10 02:19:17,3.2066,usd
laurajackson,2023-04-10,2023-04-10 02:21:51,1.6034,usd
laurajackson,2022-12-14,2022-12-14 00:36:05,5.11,usd
mcgrathtyler,2023-03-26,2023-03-26 18:24:49,1.5788,usd
mcgrathtyler,2023-03-18,2023-03-18 16:45:12,0.6957,usd
mcgrathtyler,2022-11-05,2022-11-05 15:16:21,0.1711,usd
mcgrathtyler,2023-03-14,2023-03-14 16:30:33,1.7563,usd
mcgrathtyler,2022-12-03,2022-12-03 10:03:39,0.6625,usd
mcgrathtyler,2022-12-03,2022-12-03 15:40:32,0.5491,usd
mcgrathtyler,2022-12-22,2022-12-22 11:13:36,0.7439,usd
mcgrathtyler,2023-06-15,2023-06-15 09:24:27,0.3988,usd
mcgrathtyler,2023-05-06,2023-05-06 07:33:37,1.8196,usd
mcgrathtyler,2023-05-06,2023-05-06 17:58:23,0.1582,usd
mcgrathtyler,2022-11-30,2022-11-30 15:21:36,0.1707,usd
mcgrathtyler,2022-11-30,2022-11-30 15:00:58,1.0969,usd
mcgrathtyler,2023-06-07,2023-06-07 16:37:47,0.2427,usd
mcgrathtyler,2023-06-07,2023-06-07 16:25:52,1.6178,usd
mcgrathtyler,2022-10-29,2022-10-29 15:00:53,1.1191,usd
mcgrathtyler,2022-10-21,2022-10-21 15:35:38,0.5216,usd
mcgrathtyler,2023-02-08,2023-02-08 13:23:56,0.4335,usd
mcgrathtyler,2023-02-08,2023-02-08 13:37:21,1.2137,usd
mcgrathtyler,2023-02-08,2023-02-08 23:58:02,0.2601,usd
mcgrathtyler,2022-07-17,2022-07-17 15:06:13,3.5742,usd
mcgrathtyler,2023-01-03,2023-01-03 12:55:34,1.0417,usd
mcgrathtyler,2023-01-03,2023-01-03 21:10:00,0.434,usd
edwardschristina,2022-11-24,2022-11-24 11:21:37,170.8474,usd
edwardschristina,2023-01-06,2023-01-06 02:01:08,17.361,usd
edwardschristina,2022-11-17,2022-11-17 21:08:31,100.6162,usd
edwardschristina,2022-11-28,2022-11-28 22:55:34,102.7178,usd
edwardschristina,2022-11-29,2022-11-29 19:49:10,51.4306,usd
edwardschristina,2022-11-21,2022-11-21 00:33:46,67.2716,usd
edwardschristina,2023-04-29,2023-04-29 18:21:18,16.1292,usd
edwardschristina,2022-12-12,2022-12-12 01:52:49,67.9844,usd
edwardschristina,2023-01-08,2023-01-08 05:27:48,17.361,usd
edwardschristina,2022-12-15,2022-12-15 06:22:33,33.9566,usd
edwardschristina,2022-12-15,2022-12-15 01:47:41,101.8698,usd
edwardschristina,2022-12-15,2022-12-15 20:56:18,16.9784,usd
edwardschristina,2022-12-09,2022-12-09 06:48:03,1.6868,usd
edwardschristina,2022-11-19,2022-11-19 19:04:35,30.1848,usd
edwardschristina,2022-11-19,2022-11-19 18:46:19,100.6162,usd
edwardschristina,2022-12-22,2022-12-22 05:43:36,34.2964,usd
edwardschristina,2022-12-22,2022-12-22 01:55:05,17.1482,usd
edwardschristina,2022-12-22,2022-12-22 01:38:36,34.2964,usd
edwardschristina,2022-12-22,2022-12-22 01:28:00,17.1482,usd
edwardschristina,2022-11-20,2022-11-20 20:40:31,53.986,usd
edwardschristina,2022-11-20,2022-11-20 00:48:53,16.8706,usd
edwardschristina,2022-11-20,2022-11-20 00:53:06,26.993,usd
edwardschristina,2022-11-20,2022-11-20 01:17:06,43.8636,usd
edwardschristina,2022-11-20,2022-11-20 06:47:06,16.8706,usd
edwardschristina,2022-11-20,2022-11-20 13:12:35,50.6118,usd
edwardschristina,2022-11-20,2022-11-20 14:53:42,126.5298,usd
edwardschristina,2022-12-31,2022-12-31 06:21:00,69.4442,usd
edwardschristina,2022-12-01,2022-12-01 05:59:25,34.1774,usd
edwardschristina,2022-12-01,2022-12-01 05:56:58,8.5444,usd
edwardschristina,2022-12-01,2022-12-01 04:24:42,170.887,usd
edwardschristina,2023-01-17,2023-01-17 15:10:31,35.3404,usd
edwardschristina,2023-01-17,2023-01-17 15:31:45,127.2254,usd
edwardschristina,2022-11-23,2022-11-23 09:08:05,68.4202,usd
edwardschristina,2022-11-18,2022-11-18 09:01:18,100.6162,usd
edwardschristina,2022-11-18,2022-11-18 09:01:59,1.677,usd
edwardschristina,2022-11-18,2022-11-18 09:05:07,1.677,usd
edwardschristina,2022-11-18,2022-11-18 09:45:36,8.3846,usd
edwardschristina,2022-11-18,2022-11-18 11:13:01,8.3846,usd
edwardschristina,2022-11-18,2022-11-18 23:21:39,10.0616,usd
edwardschristina,2023-01-01,2023-01-01 00:00:13,78.1248,usd
edwardschristina,2022-12-14,2022-12-14 18:16:39,76.6502,usd
antoniowells,2022-11-24,2022-11-24 20:14:38,5.1254,usd
antoniowells,2023-01-06,2023-01-06 09:34:04,3.4722,usd
antoniowells,2022-11-06,2022-11-06 18:27:29,17.1146,usd
antoniowells,2022-12-20,2022-12-20 17:25:21,3.4062,usd
antoniowells,2022-11-17,2022-11-17 12:00:12,3.3538,usd
antoniowells,2023-03-02,2023-03-02 12:01:21,4.2356,usd
antoniowells,2022-11-01,2022-11-01 15:51:15,51.5856,usd
antoniowells,2022-11-01,2022-11-01 15:51:40,8.5976,usd
antoniowells,2022-11-01,2022-11-01 15:52:00,1.7196,usd
antoniowells,2022-11-01,2022-11-01 15:52:18,0.8598,usd
antoniowells,2023-01-08,2023-01-08 16:18:45,3.4028,usd
antoniowells,2022-12-30,2022-12-30 09:39:54,7.1874,usd
antoniowells,2022-12-09,2022-12-09 18:25:26,3.3738,usd
antoniowells,2022-10-22,2022-10-22 11:23:25,1.7388,usd
antoniowells,2022-10-22,2022-10-22 11:23:55,0.8694,usd
antoniowells,2022-11-20,2022-11-20 14:31:55,5.0612,usd
antoniowells,2023-03-27,2023-03-27 09:19:00,2.7984,usd
antoniowells,2023-02-01,2023-02-01 11:56:51,3.5548,usd
antoniowells,2023-01-04,2023-01-04 18:47:29,5.9722,usd
antoniowells,2022-12-01,2022-12-01 15:26:55,8.5444,usd
antoniowells,2022-11-13,2022-11-13 15:26:45,8.4484,usd
antoniowells,2022-11-13,2022-11-13 15:47:02,1.6896,usd
antoniowells,2022-11-13,2022-11-13 15:49:48,0.7772,usd
antoniowells,2022-11-18,2022-11-18 14:16:25,5.0308,usd
antoniowells,2022-11-10,2022-11-10 07:46:03,1.6868,usd
antoniowells,2022-11-10,2022-11-10 07:46:16,0.8434,usd
antoniowells,2022-11-10,2022-11-10 17:05:00,5.0606,usd
antoniowells,2023-02-12,2023-02-12 18:18:20,3.4472,usd
antoniowells,2023-01-19,2023-01-19 13:06:51,3.5342,usd
antoniowells,2023-01-19,2023-01-19 13:01:46,12.7232,usd
antoniowells,2023-01-02,2023-01-02 17:53:11,3.4722,usd
antoniowells,2022-11-02,2022-11-02 16:10:48,3.4432,usd
antoniowells,2022-10-27,2022-10-27 18:03:49,1.7216,usd
antoniowells,2022-10-20,2022-10-20 19:21:09,3.4776,usd
antoniowells,2022-10-20,2022-10-20 19:21:33,0.8694,usd
antoniowells,2022-11-15,2022-11-15 19:45:35,4.9794,usd
antoniowells,2022-11-15,2022-11-15 07:59:35,0.8298,usd
josephrodriguez,2023-01-06,2023-01-06 19:56:20,500.0,rub
josephrodriguez,2023-01-08,2023-01-08 19:12:48,3000.0,rub
josephrodriguez,2023-01-08,2023-01-08 19:15:19,250.0,rub
josephrodriguez,2023-01-26,2023-01-26 12:10:28,3000.0,rub
josephrodriguez,2023-01-10,2023-01-10 15:00:19,500.0,rub
michaelfox,2023-01-06,2023-01-06 12:07:05,3.2986,usd
michaelfox,2023-01-07,2023-01-07 15:34:04,0.6944,usd
michaelfox,2023-03-14,2023-03-14 19:15:04,6.1472,usd
michaelfox,2023-01-19,2023-01-19 15:37:13,0.8836,usd
angela63,2023-03-26,2023-03-26 13:28:51,2.8068,usd
matthewcrawford,2023-05-30,2023-05-30 11:07:49,1.5976,usd
matthewcrawford,2023-06-10,2023-06-10 16:04:24,0.5774,usd
matthewcrawford,2023-06-25,2023-06-25 13:04:25,6.3542,usd
matthewcrawford,2023-06-08,2023-06-08 00:19:26,0.3192,usd
matthewcrawford,2023-06-24,2023-06-24 23:52:19,6.3252,usd
vgibbs,2022-12-11,2022-12-11 19:11:19,10.1292,usd
vgibbs,2022-11-17,2022-11-17 08:47:12,11.7386,usd
vgibbs,2022-11-21,2022-11-21 13:43:27,26.9086,usd
vgibbs,2022-11-21,2022-11-21 17:10:34,10.0908,usd
vgibbs,2023-02-15,2023-02-15 18:13:40,7.4922,usd
vgibbs,2023-02-15,2023-02-15 19:01:30,1.767,usd
vgibbs,2023-03-05,2023-03-05 12:57:37,14.0106,usd
vgibbs,2022-11-20,2022-11-20 19:24:38,3.3742,usd
vgibbs,2023-01-16,2023-01-16 09:55:34,3.5468,usd
vgibbs,2023-04-05,2023-04-05 15:33:40,3.4734,usd
vgibbs,2023-02-25,2023-02-25 23:37:11,5.2854,usd
vgibbs,2023-02-25,2023-02-25 20:28:52,8.8088,usd
vgibbs,2023-04-04,2023-04-04 22:00:34,8.6558,usd
vgibbs,2023-02-06,2023-02-06 18:13:18,6.9906,usd
vgibbs,2023-02-01,2023-02-01 10:03:13,1.7774,usd
vgibbs,2023-02-11,2023-02-11 14:13:11,3.438,usd
vgibbs,2023-02-11,2023-02-11 08:28:51,8.5952,usd
vgibbs,2022-10-28,2022-10-28 09:01:39,8.6084,usd
vgibbs,2023-01-21,2023-01-21 10:15:49,8.8356,usd
vgibbs,2023-01-15,2023-01-15 20:43:01,5.3232,usd
vgibbs,2023-01-15,2023-01-15 11:13:35,8.872,usd
vgibbs,2022-12-26,2022-12-26 20:54:51,10.3924,usd
vgibbs,2023-03-15,2023-03-15 15:20:39,10.5228,usd
vgibbs,2023-03-06,2023-03-06 12:41:26,1.7698,usd
vgibbs,2023-01-28,2023-01-28 11:26:51,3.5824,usd
vgibbs,2022-11-08,2022-11-08 17:34:32,10.127,usd
vgibbs,2023-01-31,2023-01-31 18:15:17,1.7798,usd
vgibbs,2023-03-19,2023-03-19 17:39:55,8.6878,usd
vgibbs,2023-04-06,2023-04-06 10:28:14,17.2912,usd
vgibbs,2022-10-08,2022-10-08 15:13:56,34.6254,usd
vgibbs,2023-04-07,2023-04-07 19:58:58,32.8532,usd
vgibbs,2022-10-02,2022-10-02 17:19:24,2.5946,usd
vgibbs,2022-12-02,2022-12-02 17:33:16,10.2532,usd
vgibbs,2023-01-01,2023-01-01 20:10:16,17.361,usd
vgibbs,2023-01-01,2023-01-01 20:13:35,3.4722,usd
vgibbs,2023-01-28,2023-01-28 15:45:15,1.7912,usd
vgibbs,2023-01-28,2023-01-28 10:54:16,3.5824,usd
vgibbs,2022-10-17,2022-10-17 20:22:05,17.44,usd
vgibbs,2023-01-30,2023-01-30 20:31:19,1.7764,usd
cbrock,2022-12-20,2022-12-20 15:28:17,50.0,rub
cbrock,2022-12-20,2022-12-20 15:28:44,25.0,rub
cbrock,2022-12-21,2022-12-21 19:54:21,50.0,rub
cbrock,2022-12-22,2022-12-22 16:31:58,25.0,rub
davidmurphy,2023-03-18,2023-03-18 09:48:24,2.609,usd
davidmurphy,2023-05-10,2023-05-10 18:58:33,0.3999,usd
davidmurphy,2023-03-28,2023-03-28 15:03:09,0.4343,usd
davidmurphy,2023-03-28,2023-03-28 14:57:29,0.8687,usd
davidmurphy,2023-04-14,2023-04-14 13:37:25,13.8366,usd
murphyrobert,2022-08-25,2022-08-25 07:41:38,5.0721,usd
murphyrobert,2022-07-26,2022-07-26 09:53:20,4.5067,usd
murphyrobert,2023-06-12,2023-06-12 15:54:32,2.406,usd
murphyrobert,2023-04-05,2023-04-05 07:49:38,1.4154,usd
murphyrobert,2022-06-17,2022-06-17 09:19:10,27.71,usd
murphyrobert,2023-05-09,2023-05-09 13:49:38,1.8093,usd
murphyrobert,2022-12-24,2022-12-24 13:32:09,1.0289,usd
murphyrobert,2023-04-28,2023-04-28 16:45:40,1.6129,usd
murphyrobert,2022-10-05,2022-10-05 12:13:01,4.689,usd
murphyrobert,2022-07-05,2022-07-05 05:54:07,4.1961,usd
murphyrobert,2022-10-28,2022-10-28 10:28:30,0.6542,usd
murphyrobert,2022-10-28,2022-10-28 10:00:31,5.165,usd
murphyrobert,2022-06-19,2022-06-19 10:30:21,11.2149,usd
murphyrobert,2023-04-19,2023-04-19 17:09:44,1.6432,usd
murphyrobert,2022-12-23,2022-12-23 11:30:09,5.1445,usd
murphyrobert,2023-06-24,2023-06-24 17:47:19,2.3719,usd
murphyrobert,2023-01-03,2023-01-03 11:00:40,3.4722,usd
mayerphilip,2022-11-24,2022-11-24 11:17:20,3.417,usd
mayerphilip,2022-11-23,2022-11-23 11:32:20,64.9992,usd
morganbauer,2022-11-24,2022-11-24 08:49:15,13.0005,usd
morganbauer,2022-11-24,2022-11-24 08:47:04,11.667,usd
morganbauer,2023-03-26,2023-03-26 06:16:09,21.1456,usd
morganbauer,2022-10-13,2022-10-13 12:06:28,3.3332,usd
morganbauer,2022-10-13,2022-10-13 14:40:37,2.65,usd
morganbauer,2022-10-13,2022-10-13 09:20:32,6.7343,usd
morganbauer,2022-10-14,2022-10-14 07:41:32,22.8981,usd
morganbauer,2022-10-12,2022-10-12 18:52:07,1.9705,usd
morganbauer,2023-02-14,2023-02-14 17:48:27,1.3646,usd
morganbauer,2023-02-14,2023-02-14 16:34:15,3.8892,usd
morganbauer,2023-05-17,2023-05-17 04:51:27,49.9438,usd
morganbauer,2023-05-05,2023-05-05 08:59:56,18.2544,usd
morganbauer,2022-11-04,2022-11-04 09:45:48,2.6435,usd
morganbauer,2022-11-04,2022-11-04 09:47:19,2.508,usd
morganbauer,2023-06-05,2023-06-05 12:03:16,19.8436,usd
morganbauer,2022-11-29,2022-11-29 16:06:13,5.1443,usd
morganbauer,2022-11-29,2022-11-29 17:40:46,13.0275,usd
morganbauer,2023-05-26,2023-05-26 07:12:31,57.0001,usd
morganbauer,2022-10-31,2022-10-31 07:34:46,6.1535,usd
morganbauer,2023-06-13,2023-06-13 13:25:29,11.9143,usd
morganbauer,2023-03-24,2023-03-24 06:58:48,4.5423,usd
morganbauer,2023-03-20,2023-03-20 12:50:06,1.1578,usd
morganbauer,2022-11-25,2022-11-25 08:16:42,13.0005,usd
morganbauer,2022-12-31,2022-12-31 11:34:25,1.8196,usd
morganbauer,2022-12-10,2022-12-10 16:31:16,6.4714,usd
morganbauer,2023-03-23,2023-03-23 08:18:35,25.1163,usd
morganbauer,2023-06-18,2023-06-18 08:43:07,22.6032,usd
morganbauer,2023-01-04,2023-01-04 18:55:29,0.4717,usd
morganbauer,2023-05-04,2023-05-04 12:03:01,5.1589,usd
morganbauer,2023-05-04,2023-05-04 12:03:56,10.3177,usd
morganbauer,2022-12-08,2022-12-08 08:03:26,11.0079,usd
morganbauer,2022-12-08,2022-12-08 11:46:41,10.3257,usd
morganbauer,2023-06-04,2023-06-04 08:34:25,7.818,usd
morganbauer,2023-06-04,2023-06-04 14:33:49,22.5702,usd
morganbauer,2022-11-03,2022-11-03 12:24:30,7.2251,usd
morganbauer,2022-11-03,2022-11-03 12:22:06,3.947,usd
morganbauer,2023-04-18,2023-04-18 15:02:41,4.5056,usd
morganbauer,2022-11-11,2022-11-11 11:57:55,7.6711,usd
morganbauer,2023-04-09,2023-04-09 13:42:51,39.6492,usd
morganbauer,2023-04-09,2023-04-09 13:35:24,13.039,usd
morganbauer,2022-12-01,2022-12-01 09:33:52,7.6805,usd
morganbauer,2023-04-08,2023-04-08 05:50:15,53.8028,usd
morganbauer,2022-12-16,2022-12-16 16:20:14,8.3333,usd
morganbauer,2022-10-27,2022-10-27 16:59:23,3.9784,usd
morganbauer,2023-01-02,2023-01-02 08:54:25,2.0891,usd
morganbauer,2023-05-12,2023-05-12 07:05:39,26.8818,usd
morganbauer,2023-06-15,2023-06-15 11:32:04,20.1523,usd
morganbauer,2023-06-15,2023-06-15 15:16:27,11.9143,usd
morganbauer,2023-01-31,2023-01-31 19:24:33,1.8342,usd
morganbauer,2023-03-19,2023-03-19 12:43:46,3.3385,usd
morganbauer,2023-03-31,2023-03-31 07:37:01,13.0343,usd
morganbauer,2023-05-18,2023-05-18 12:36:15,45.6174,usd
morganbauer,2022-12-05,2022-12-05 16:26:55,3.4211,usd
morganbauer,2023-03-22,2023-03-22 19:00:00,0.5338,usd
morganbauer,2023-03-22,2023-03-22 20:16:30,10.4089,usd
morganbauer,2022-10-20,2022-10-20 08:16:11,4.6785,usd
morganbauer,2022-10-20,2022-10-20 11:37:44,10.7131,usd
darrell37,2022-12-20,2022-12-20 09:44:24,8.5154,usd
darrell37,2022-12-10,2022-12-10 11:42:51,1.6869,usd
darrell37,2022-12-10,2022-12-10 13:06:14,50.6063,usd
darrell37,2022-12-27,2022-12-27 14:09:02,1.7405,usd
raymond91,2022-12-20,2022-12-20 14:14:17,192.64,rub
raymond91,2022-12-19,2022-12-19 16:31:30,66.59,rub
raymond91,2022-12-29,2022-12-29 14:42:07,3.88,rub
raymond91,2022-12-29,2022-12-29 13:37:08,27.17,rub
raymond91,2022-12-22,2022-12-22 15:19:22,175.7,rub
raymond91,2023-01-12,2023-01-12 16:08:24,56.87,rub
raymond91,2022-12-23,2022-12-23 15:58:46,261.6,rub
richardkeith,2022-10-13,2022-10-13 20:00:48,5.2066,usd
jordan61,2022-12-28,2022-12-28 11:45:17,3.2622,usd
jordan61,2023-01-25,2023-01-25 08:10:59,5.364,usd
jordan61,2023-01-08,2023-01-08 16:52:36,1.0416,usd
jordan61,2023-01-24,2023-01-24 11:14:31,3.5468,usd
jordan61,2023-01-20,2023-01-20 10:39:16,19.085,usd
jordan61,2023-01-12,2023-01-12 12:41:05,1.7668,usd
jordan61,2023-01-10,2023-01-10 13:44:20,3.5166,usd
jordan61,2023-01-10,2023-01-10 13:49:10,4.3958,usd
jordan61,2023-01-09,2023-01-09 14:31:56,5.6094,usd
douglastraci,2022-12-28,2022-12-28 16:50:34,3.4704,usd
douglastraci,2022-12-18,2022-12-18 18:20:39,0.1704,usd
douglastraci,2022-12-18,2022-12-18 14:56:17,3.4076,usd
douglastraci,2022-12-15,2022-12-15 13:08:34,1.6978,usd
douglastraci,2023-02-12,2023-02-12 18:43:53,6.205,usd
douglastraci,2022-12-23,2022-12-23 14:29:49,1.7148,usd
vasquezkelly,2022-11-05,2022-11-05 13:49:52,250.0,rub
vasquezkelly,2022-11-05,2022-11-05 15:01:55,250.0,rub
scottjason,2022-12-20,2022-12-20 21:40:36,16.2304,usd
scottjason,2022-12-17,2022-12-17 21:52:38,0.8489,usd
scottjason,2022-12-17,2022-12-17 21:54:39,1.9525,usd
scottjason,2022-12-19,2022-12-19 19:09:01,5.3744,usd
scottjason,2022-11-26,2022-11-26 12:18:23,8.5424,usd
david17,2022-10-13,2022-10-13 11:25:55,2.6033,usd
david17,2022-08-22,2022-08-22 10:22:16,0.4234,usd
david17,2022-08-20,2022-08-20 22:16:51,0.4212,usd
